Unnamed: 0,text,imagename,len_char,len_word,prdtypecode,img_ratios,label
46787,truths and triumphs of grace atherton,image_1263519951_product_3367389216.jpg,37,6,10,0.084728,0
3918,monsieur tapinoisaviateur entre ciel et terre,image_1058039538_product_2319518.jpg,45,6,10,0.562,0
71332,donnez nous de vos nouvelles,image_1288413878_product_248523.jpg,28,5,10,0.526,0
5068,women a book for men titre women a book for men auteur s james bailey wagenvoord editeur avon année dédition etat occasion bon isbn commentaire traces d usure sur la couverture salissures sur la tranche ammareal reverse jusqu à du prix net de ce livre à des organisations caritatives chez ammareal nous vendons des livres d occasion en ligne fournis par nos partenaires bibliothèques et associations br nous reversons une part du prix de chaque livre à nos partenaires et à des organisations caritatives br ce que nous ne vendons pas nous le donnons ce que nous ne donnons pas nous le recyclons,image_1174731310_product_2942111312.jpg,594,103,10,0.702336,0
31866,les tunnels du cu chi traduit de langlais de par catherine ter sarkissian,image_933885913_product_191475534.jpg,73,13,10,0.722,0
16790,acces aux marches systeme commercial multilateral et developpement,image_1305350585_product_4163324110.jpg,66,8,10,0.655344,0
54530,occasion un viejo que leia novelas de amor,image_276184715_product_977662.jpg,42,8,10,0.75,0
45250,justice righteousness the social criti,image_1058971767_product_1089674496.jpg,38,5,10,0.638,0
33183,w e channings religiöse schriften elftes baendchen,image_1211466812_product_3398550426.jpg,50,7,10,0.109344,0
45935,wittgenstein finitism and the foundations of mathematics,image_999101884_product_86972217.jpg,56,7,10,0.0975,0
4143,rhodesia south africa s sixth province,image_1213852277_product_3454239620.jpg,38,6,10,0.203224,0
2309,la revue de la semaine illustree n enquête sur le rôle de l france dans le défense de lesprit georges lecomte le livre français dimitri merejkovsky le double visage dalexandre ier ii trad par e halpérine kaminsky rené de planhol un poète bénédictin au xviie s dom gatien de morillon,image_916583265_product_161376156.jpg,282,50,10,0.636,0
14565,le secret des runes collection titres sf traduit de langlais par b ferry,image_1084753647_product_1082479176.jpg,72,13,10,0.614,0
48723,italie sud,image_859091781_product_232798.jpg,10,2,10,0.444,0
20616,birds kingfisher young knowledge,image_1122893281_product_143647716.jpg,32,4,10,0.732,0
77033,a new you in days,image_1297094706_product_4129870214.jpg,17,5,10,0.666,0
31451,azubishop de kombi paket lernkarten vermessungstechniker in,image_1197108887_product_3129566175.jpg,59,7,10,0.072576,0
84269,large scale and big data processing and management,image_1002544437_product_260634948.jpg,50,8,10,0.101304,0
15218,junior sudoku vol coffret,image_763418231_product_47020256.jpg,25,4,10,0.716,0
40746,autour du catholicisme social serie le procès de la morale catholique thomisme et science des moeurs le chapelet la jeanne darc de m hanotaux lamennais montalembert falloux le procès de la morale catholique thomisme et science des moeurs le chapelet la jeanne darc de m hanotaux lamennais montalembert falloux lévangélisation de paris etc,image_1044092669_product_856450841.jpg,338,53,10,0.642,0
83751,gott ist größer als unser herz,image_1199273728_product_971213707.jpg,30,6,10,0.107736,0
26733,chateaubriand itinéraire de paris à jérusalem,image_963060203_product_242479101.jpg,45,6,10,0.565656,0
82098,the legend of dragonfly pond book two,image_1220067885_product_745393166.jpg,37,7,10,0.119584,0
14569,conseils à la classe ouvrière sur lélection du président de la république et sur les moyens,image_1251719015_product_456606343.jpg,91,16,10,0.666,0
21269,oprah the gospel of an icon,image_946517531_product_179274912.jpg,27,6,10,0.094,0
47303,la maison dans la dune roman,image_964903178_product_204518040.jpg,28,6,10,0.768,0
52213,understanding politics an a level course companion,image_1061327776_product_143724305.jpg,50,7,10,0.595344,0
28277,graphic organizers for writing,image_1295737997_product_87534095.jpg,30,4,10,0.772,0
60504,der name der rose,image_911742421_product_87172106.jpg,17,4,10,0.102816,0
25120,prototypical transitivity typological studies in language,image_1298715985_product_4140493757.jpg,57,6,10,0.67,0
73856,the penguin bicycle handbook how to maintain and repair your bicycle penguin handbooks,image_1077054057_product_143674403.jpg,86,13,10,0.652,0
49577,the about com guide to family crafts simple and fun projects everyone can make together,image_1017659008_product_67432997.jpg,87,15,10,0.061992,0
46438,la femme incomprise paul deltuf edition de,image_1008647940_product_439082536.jpg,42,7,10,0.706,0
30132,tra los montes voyage en espagne,image_770044385_product_113073066.jpg,32,6,10,0.75,0
59408,disease and democracy the industrialized world faces aids,image_895123604_product_67469592.jpg,57,8,10,0.648,0
76688,aide toi le ciel taidera les trois dialogues de maître pierre,image_1272978127_product_3992221333.jpg,61,11,10,0.666,0
17967,picture book cheeky little kitten picture flats portrait paperback,image_1062210338_product_1089650931.jpg,66,9,10,0.818,0
23903,histoire de l armée française,image_1280572120_product_4045625846.jpg,29,5,10,0.736,0
49359,my fairy bridesmaid castle,image_894667457_product_67259351.jpg,26,4,10,0.84,0
1766,bioresonance multiresonance therapy brt new forward looking forms of therapy with ultrafine body energies environmental signals,image_1297169584_product_4130051645.jpg,127,16,10,0.712,0
50748,the septuagint in context introduction to the greek version of the bible,image_1016814438_product_86100056.jpg,72,12,10,0.093896,0
65561,this teacher is mine tome,image_1251958772_product_3651504900.jpg,25,5,10,0.656,0
62990,fundamentos para la historia del pensamiento economico foundations for the history of economic thought,image_1303858300_product_4159883296.jpg,102,14,10,0.676,0
39992,oxford playscripts cowgirl paperback,image_1097034286_product_1665834116.jpg,36,4,10,0.792,0
37524,lüpkes s zweite ehe neues glück,image_907269049_product_114113499.jpg,31,6,10,0.15096,0
41647,théo kerg et son oeuvre vus par,image_975910855_product_141537703.jpg,31,7,10,0.75,0
24388,j b a play in verse,image_1310809187_product_4185159339.jpg,19,6,10,0.666,0
73079,scènes de la vie contemporaine,image_1251693242_product_2065557653.jpg,30,5,10,0.666,0
55417,symptoms and signs of substance misuse,image_857881790_product_85835707.jpg,38,6,10,0.081088,0
45253,mon cahier de vacances yo kai watch cp vers le ce,image_1257509491_product_2873883168.jpg,49,11,10,0.682,0
40649,superwich et mdame tartine,image_1274502867_product_62600098.jpg,26,4,10,0.917728,0
20681,manuel pratique de construction traitant des tracés de routes et de chemins de fer,image_1268261392_product_2089332842.jpg,82,14,10,0.666,0
2417,rouen et ses environs,image_956876002_product_223277730.jpg,21,4,10,0.61632,0
84050,histoire de la mondialisation,image_1283245357_product_41997050.jpg,29,4,10,0.458752,0
63311,get off the couch potato,image_1296179761_product_217235696.jpg,24,5,10,0.648,0
58811,physiologie du langage phonétique,image_1268919416_product_2064536659.jpg,33,4,10,0.666,0
9551,kaplan sat advanced edition,image_1299663668_product_86494199.jpg,27,4,10,0.77,0
29625,plaquette du programme audition des eleves des classes de violon cour superieur le samedi fevrier salle du cosnervatoire de la tresorerie à bordeaux,image_1031809096_product_613834234.jpg,148,23,10,0.658,0
38796,aurelian and the third century,image_997602835_product_67312551.jpg,30,5,10,0.093208,0
53304,ambert st georges en couzan,image_1284841641_product_2047218931.jpg,27,5,10,0.75,0
21401,contes populaires de haute bretagne notés en gallo et en français dans le canton de pleine fougères en,image_1033511786_product_121458883.jpg,102,18,10,0.75,0
23302,les enquêtes demilie evans tome danger à lhorizon,image_1289978730_product_3041413333.jpg,49,8,10,0.678,0
66417,promising practices in century music teacher education this book surveys current music education landscapes and presents promising practices that may serve as models contributors explore curriculum and pedagogy the power structures that influence education the role of contemporary musical practices in teacher education and the communication challeng,image_1060765337_product_1082448624.jpg,351,47,10,0.43902,0
49706,anerkennung als prinzip der kritischen theorie,image_907753783_product_123371732.jpg,46,6,10,0.114736,0
44897,partition de musique choeur patriotique exécuté à la translation de voltaire au panthéon français en paroles de voltaire avec les accompagnemens date dédition,image_1008970486_product_439712824.jpg,158,23,10,0.706,0
77639,boop oop a doop means i love you,image_531488230_product_53036031.jpg,32,8,10,0.908208,0
27960,the majesty of natchez majesty architecture hardcover,image_960018862_product_79933621.jpg,53,7,10,0.75,0
11089,the karazan quartet dungeons of darkness,image_895496074_product_120261636.jpg,40,6,10,0.59024,0
10353,lastrologie chinoise tout ce que lastrologie chinoise peut vous apprendre sur vous même et votre avenir,image_886389043_product_49246913.jpg,103,16,10,0.632,0
13348,dans la tête des insurgés,image_1274648148_product_230150484.jpg,25,5,10,0.648,0
12261,malgre tes peches aie confiance,image_875739791_product_65360371.jpg,31,5,10,0.848,0
84700,guide pratique pour obtenir le meilleur de votre lave vaisselle sun services,image_1096809796_product_1660194286.jpg,76,12,10,0.666,0
42480,licarc langages poétiques de g schehadé à la page à la scène à lécran,image_1234873302_product_956850827.jpg,69,14,10,0.192528,0
68650,wade mecum ou le wadisme en mots clés,image_1274660031_product_107405081.jpg,37,8,10,0.592,0
27012,lasertechnik für die fertigung,image_907335821_product_86372002.jpg,30,4,10,0.18468,0
55007,association n educational review classic reprint,image_1295528954_product_680965981.jpg,48,6,10,0.666,0
37353,radar for mariners revised edition,image_946530575_product_203948672.jpg,34,5,10,0.111888,0
4174,a history of disease in ancient times,image_1081624881_product_975496348.jpg,37,7,10,0.704,0
57143,le secrétaire général de la présidence de la république du cameroun entre mythes textes et réalités,image_1242339820_product_1071006027.jpg,99,16,10,0.634,0
61504,entretiens avec emmanuel roblès,image_875961364_product_88828301.jpg,31,4,10,0.718,0
50430,molly and the railroad tycoon thorndike western i,image_1307809317_product_4172993709.jpg,49,8,10,0.63,0
39796,wer schnarcht denn da im kofferraum,image_907691637_product_85318005.jpg,35,6,10,0.183696,0
131,dr mercurius heilsame reise zum planeten erde,image_1204663650_product_1807806498.jpg,45,7,10,0.130732,0
15000,je porterai son fardeau,image_1053067581_product_1020367121.jpg,23,4,10,0.71,0
40213,les toutous toutous tout fous volumes,image_1289977903_product_193353398.jpg,37,6,10,0.82388,0
40999,lichtenstein épisode de lhistoire du wurtemberg par w hauff traduit de lallemand par e et h de suckau edition de,image_1008915364_product_439621244.jpg,112,20,10,0.706,0
34184,the history of the papacy to the period of the reformation,image_1299185242_product_4140380340.jpg,58,11,10,0.6357,0
7684,michelin et laviation,image_1224371936_product_3586041857.jpg,21,3,10,0.75,0
8465,trade secrets tips and hints from the pros,image_1297005434_product_4129721976.jpg,42,8,10,0.75,0
61757,le grimoire pourpre tome le roi silencieux,image_1274249022_product_182847501.jpg,42,7,10,0.726,0
25605,le grand courant dair,image_1283018544_product_19016990.jpg,21,4,10,0.91584,0
67739,pages choisies des grands ecrivains chateaubriand édition lectures littéraires intro par s rocheblave,image_1092093278_product_49595871.jpg,101,13,10,0.562,0
44142,teo viaja por españa,image_866142122_product_90903864.jpg,20,4,10,0.053196,0
62925,wildhexe die feuerprobe,image_1061377341_product_257960799.jpg,23,3,10,0.324952,0
66623,vendee globe le grand souffle preface de philippe jeantot albin michel,image_845368570_product_5808952.jpg,70,11,10,0.684,0
7633,auto e macchine da colorare dai anni libro da colorare per bambini e ragazzi camion aerei barche e ruspe e più colora facile per principianti libri da colorare bambini,image_1296687500_product_4129069033.jpg,167,29,10,1.0,0
70793,nonlinear systems analysis stability and control,image_1283398301_product_48367682.jpg,48,6,10,0.62,0
63631,a catalogue of several considerable libraries very lately purchased with a large appendix and will be selling march by,image_1295201660_product_4125272971.jpg,118,19,10,0.768,0
6602,gros nest pas un gros mot chronique dune discrimination ordinaire,image_1283110169_product_1069914345.jpg,65,10,10,0.642,0
63530,critique revue générale de spublications françaises et étrangères mai tome xxxi n identité et différence lecture d une architecture canum more le film opéra notre partie,image_1280571291_product_4045621662.jpg,169,26,10,0.688,0
3096,enseigner la langue orale en maternelle,image_1274425000_product_2262140.jpg,39,6,10,0.774,0
63405,mimi malloy at last,image_1009664428_product_211259959.jpg,19,4,10,0.105848,0
36920,méthodologie de la recherche en sciences de gestion réussir son mémoire ou sa thèse,image_1274500877_product_177637652.jpg,83,14,10,0.795984,0
82256,make your own story once upon a princess make your own story,image_882705276_product_52975748.jpg,60,12,10,0.100408,0
49101,leau la lumière et le bois bateaux classiques,image_1267937840_product_681240.jpg,45,8,10,0.202016,0
20052,les nièces de mazarin moeurs et caractères au xviie siècle,image_1274704579_product_178402096.jpg,58,10,10,0.592064,0
73267,le jazz en peinture titre le jazz en peinture auteur s jean claude guerri et annie eliot editeur csf lart dit année dédition etat occasion très bon isbn commentaire tampon ou marque sur la face intérieure de la couverture ammareal reverse jusqu à du prix net de ce livre à des organisations caritatives chez ammareal nous vendons des livres d occasion en ligne fournis par nos partenaires bibliothèques et associations br nous reversons une part du prix de chaque livre à nos partenaires et à des organisations caritatives br ce que nous ne vendons pas nous le donnons ce que nous ne donnons pas nous le recyclons,image_1193533798_product_3145383418.jpg,613,107,10,0.831296,0
10998,england and the aeroplane,image_935597014_product_186890677.jpg,25,4,10,0.099328,0
25242,l economie de madagascar diagnostic et perspective de developpement,image_929810469_product_183529232.jpg,67,9,10,0.654,0
49296,soupes de champagne et autres cocktails de fête,image_1274222161_product_1544272467.jpg,47,8,10,0.746,0
75606,le doudou de tiloulou,image_1247281933_product_261572836.jpg,21,4,10,0.8,0
37215,la stratégie oubliée périclès frédéric le grand thucydide et cléon,image_1274718895_product_602510973.jpg,66,10,10,0.634,0
41270,histoire antique n mars avril,image_964179514_product_246124628.jpg,29,5,10,0.69888,0
25894,american colonial homes a pictorial history,image_932881563_product_119735179.jpg,43,6,10,0.10584,0
27712,partition de musique le quadrille de bébé à cinq notes seulement sous les cinq doigts pour piano à mains édition,image_1008633917_product_439040846.jpg,112,20,10,0.706,0
12609,die schule der magischen tiere licht aus,image_946470989_product_205707244.jpg,40,7,10,0.11716,0
3179,analecta juris pontificii dissertations sur divers sujets de droit canonique liturgie et theologie serie sacré coeur de jésus b marguerite marie alacoque hospices des réguliers manuel des aumôniers militaires les biens des couvents le sacerdoce et lempire,image_1033899971_product_462695595.jpg,255,37,10,0.716,0
65646,l oiseau d or et autres contes vassiliss a la belle la mer qui chante la pomme qui daube et l oisillon qui dit tout les douze mois frerot et soeurette illustrés par adrienne segur,image_925653490_product_177271064.jpg,179,35,10,0.728,0
22245,les étrangers en france leur rôle dans lactivité économique avec cartes ou graphiques dans le texte et planches de photographies hors texte,image_1046745491_product_878601098.jpg,139,22,10,0.75,0
26767,histoires extraordinaires du pays d oc,image_858060363_product_5157447.jpg,38,6,10,0.666,0
7069,research methods in social science,image_1311896972_product_4190489620.jpg,34,5,10,0.684,0
31828,moêmes edition limitée et numérotée,image_1274562516_product_3389064529.jpg,35,5,10,0.796,0
43355,travel like a local map of dushanbe the most essential dushanbe tajikistan travel map for every adventure,image_1294973118_product_3804677172.jpg,105,17,10,0.8,0
47460,aller retour new york,image_152993530_product_4604567.jpg,21,4,10,0.503972,0
45455,valia ou les chemins perdus valia ou les chemins perdus,image_858410948_product_58490381.jpg,55,10,10,0.632,0
11943,of the people an african american cooking experience,image_1298777290_product_4140082716.jpg,52,8,10,0.746,0
80636,initiation a la chimie moderne terminales c d e sciences physiques daujourdhui couverture et dessins de gérard gay,image_1093297250_product_1600057199.jpg,114,18,10,0.912,0
7849,donky kong country us,image_976462252_product_275871398.jpg,21,4,40,0.75,1
46885,la roue du temps,image_328927145_product_927741.jpg,16,4,40,0.60342,1
65663,call of juarez the cartel import us import us version uniquement en anglais,image_897419079_product_143436972.jpg,75,13,40,0.093152,1
65578,mini rétro console de jeu tetris étudiants pendentif machines de loisirs étudiants mini console de jeu tetris rétro rétro pendentif machines de loisirs fonctions du produit taille du produit taille de lécran poids intégré jeux tetris russes genre de jeu in m n a bataille de réservoir b cal race c défi mémoire d jeu de tir e grenouille sur la rivière f fighting esprit g jeu de tir h make up contact iz standard russie blockck produit comprend game box mini machine jeu portable guide de lutilisateur,image_1268112297_product_3944649672.jpg,501,88,40,0.83356,1
34,the lord or thé rings,image_1324384878_product_4237073471.jpg,21,5,40,0.75,1
14165,gothic anthology gothic add on gothic,image_906795101_product_145071946.jpg,37,6,40,0.72,1
12414,wars warriors jeanne darc ensemble complet pc win allemand,image_941710868_product_207304902.jpg,58,9,40,0.326216,1
71100,dance europe sans tapis comme prévu bigben sort un disque additionnel pour son dance europe pas testé faute de tapis avec de nouveaux tubes pour compléter votre compil de hit titres pour être plus précis bouge bébé bouge,image_68842730_product_2376020.jpg,220,38,40,0.09768,1
73416,space siege pc import anglais jeu pc attention ce produit est un import si les informations langues et sous titres napparaissent pas sur cette fiche produit cest que léditeur ne nous les a pas fournies néanmoins dans la grande majorité de ces cas il nexiste ni langue ni sous titres en français sur ces imports,image_933238916_product_190095358.jpg,310,55,40,0.71,1
81461,codename panzers phase two,image_255429451_product_9238934.jpg,26,4,40,0.1026,1
29749,midnight club dub edition,image_967021271_product_121344603.jpg,25,4,40,0.608,1
6430,magideal remplacement joystick caps gris jaune pour nintendo gamecube ngc contrôleur outils de réparation tournevis tri wing la description inclus pièces ensemble manchon de joystick tournevis compatible uniquement avec le contrôleur nintendo gamecube ngc faites que votre manette soit comme neuve remettez en place les capuchons de joystick endommagés ou cassés de la manette nintendo gamecube venez avec loutil de tournevis tri wing extrêmement utile si vous avez besoin douvrir ou de réparer votre console spécification casquettes info couleur gris jaune matériel plastique compatible avec pour contrôleur nintendo gamecube ngc info tournevis matériel plastique métal tournevis taille tournevis y à trois ailes et tournevis en croix le forfait comprend pièces gris joystick caps pièces de manettes jaunes pièce y tournevis tri wing pièce tournevis croisé,image_1297354667_product_4110595127.jpg,857,125,40,0.664256,1
58773,pal australia it esp eng fr de bravely second end layer pal australia it esp eng fr de bravely second end layer,image_1123921046_product_2065450153.jpg,111,22,40,0.8448,1
8823,tiger woods pga tour golf,image_903745357_product_148366260.jpg,25,5,40,0.10176,1
22105,enlightenus pc cd import anglais jeu pc attention ce produit est un import si les informations langues et sous titres napparaissent pas sur cette fiche produit cest que léditeur ne nous les a pas fournies néanmoins dans la grande majorité de ces cas il nexiste ni langue ni sous titres en français sur ces imports,image_933236121_product_190093179.jpg,313,55,40,0.59008,1
52977,this is football,image_589571148_product_54388404.jpg,16,3,40,0.714,1
68301,commandos le sens du devoir fighting force,image_55484030_product_1849037.jpg,42,7,40,0.71,1
49943,assassins creed revelations collectors edition jeu xbox,image_951722798_product_215261555.jpg,55,7,40,0.92862,1
80436,mary kate and ashley get a clue game boy color us,image_844572958_product_72713116.jpg,49,11,40,0.958,1
20244,tigalo champion des poneys,image_326483390_product_47392166.jpg,26,4,40,0.72,1
4792,nosferatu import japon,image_860960093_product_99017462.jpg,22,3,40,0.189864,1
53765,hollywood poker texas holdem no limit import allemand jeu pc attention ce produit est un import si les informations langues et sous titres napparaissent pas sur cette fiche produit cest que léditeur ne nous les a pas fournies néanmoins dans la grande majorité de ces cas il nexiste ni langue ni sous titres en français sur ces imports,image_933257811_product_190109095.jpg,334,58,40,0.712,1
80457,resident evil edition steelbox collector limitée,image_847874198_product_76457004.jpg,48,6,40,0.55936,1
27647,magideal bouton de déclenchement de pare chocs en alliage métallique pièce de rechange pour xbox controleur la description ensemble complet de pièces de rechange pour le contrôleur sans fil xbox one elite qualité et durabilité jeu de boutons xbox one elite controller en aluminium avec boîtier et tournevis pratiques à utiliser les manettes les palettes et les boutons analogiques du xbox one elite controller offrent une meilleure adhérence et précision accessoires perfect xbox one elite controller de supremery remplacer les clés usés facilement avec notre ensemble applicable à poignée de console de jeu xbox one le forfait comprend capuchon tpu l capuchon tpu s metal cross base de couverture de champignon en métal pagaie en métal pagaie courte en métal croix verte solide sac en eva tournevis remarque boutons seulement le contrôleur xbox one nest pas inclus,image_1301013435_product_4105613738.jpg,865,137,40,0.722176,1
29791,amplificateur solaire audio à voies pour alimentation répartiteur câble bloc distribution magideal la description fonctionne sur les voitures bateaux véhicules récréatifs et plus encore pour le fractionnement de puissance coque de protection en plastique transparent amovible conviendra jusquà la taille de fil suivante et les dimensions des trous sont les suivantes entrée chaque sortie construction en cuivre massif pour un transfert dénergie sécurisé filetage plaqué or plaqué vis sans tête pour les fils solidement fixés plaqué or pour une meilleure conduction spécification matériel alliage taille mm le forfait comprend bloc de distribution audio de voiture voies pièce,image_1293323822_product_4104740732.jpg,675,97,40,0.693664,1
36398,spider man the movie collection légende,image_874731276_product_54348800.jpg,39,6,40,0.716,1
43909,magideal pour nintendo switch carte mère charge puissance contrôle charge m t ic puce pack la description adapté pour carte mère nintendo switch modèle m t si votre commutateur nintendo ne peut pas sallumer il se peut que le contrôle ic m t de la carte mère soit endommagé changez la puce cassée avec ce nouveau le m t ic est généralement remplacé pour réparer un commutateur nintendo dont la puce de gestion de l alimentation a été endommagée généralement par un dock tiers ou un chargeur une compétence professionnelle est requise pour linstaller spécification matériel alliage taille mm le forfait comprend puce m t,image_1305560451_product_4144946218.jpg,618,105,40,0.413448,1
1724,fallout game of the year edition import allemand jeu ps attention ce produit est un import si les informations langues et sous titres napparaissent pas sur cette fiche produit cest que léditeur ne nous les a pas fournies néanmoins dans la grande majorité de ces cas il nexiste ni langue ni sous titres en français sur ces imports,image_933262514_product_190111222.jpg,329,58,40,0.786,1
5300,dimmi di più tell me more italien niveau apprentissage pas à pas niveau litalienméthode interactive avec reconnaissance vocale plus de dapprentissage entrainement à la conversationdialogue grammaire glossaire prononciation vidéos exercices options,image_947767539_product_209695066.jpg,247,31,40,0.666,1
1880,the walking dead final season,image_1240179757_product_3719440565.jpg,29,5,40,0.612,1
50338,francais maths,image_1055327_product_927426.jpg,14,2,40,0.307692,1
41104,le petit larousse,image_58022430_product_1409692.jpg,17,3,40,0.808,1
15803,tom clancys ghost recon wildlands import japonais ubisoft tom clancys ghost recon wildlands sony ps import japonais,image_1111276304_product_1910330379.jpg,115,17,40,0.564,1
76990,legypte au temps des pharaons,image_13120530_product_1131580.jpg,29,5,40,0.798,1
